num,sku,name,brand,att_set,price,deal_price,style,gender,shape,description,frame_height,frame_width,frame_colour
73,VO5262Black,Vogue VO5262 Medium (Size-51) Black W44 Women Eyeglasses ,Vogue,Eyeglasses,3890,3112,Full Rim,Women,Cat Eye,"b'The cat-eye Vogue VO5262 Medium (Size-51) Black W44 Women Eyeglasses bring a playful twist to conventional rectangular shaped eyeglasses. Versatile enough to pair with all attires due to their bold black colour, these look best on square and diamond faces.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",33,,Black
74,VO5042Blue Gunmetal,Vogue VO5042 Medium (Size-53) Blue Gunmetal 2395 Women Eyeglasses ,Vogue,Eyeglasses,3590,2872,Full Rim,Women,Cat Eye,"b'When you want to look nifty yet effortlessly minimalistic, follow Jennifer Aniston\xe2\x80\x99s choice of frames. Try these lightweight Vogue VO5042 Medium (Size-53) Blue Gunmetal 2395 Women Eyeglasses for a casual-yet-modish vibe. These eyeglasses for girls look best on oval, round and heart face shapes. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",34,,Blue Gunmetal
75,VO4131Golden Blue,Vogue VO4131 Small (Size-48) Golden Blue 848 Women Eyeglasses ,Vogue,Eyeglasses,5990,4792,Full Rim,Women,Hexagonal,"b'These Vogue VO4131 Small (Size-48) Golden Blue 848 Women Eyeglasses come with unique detailing on their hexagonal frames. Lightweight with a bold interplay of golden and blue colours, these specs are for those who want to give their minimalist fashion sense a new meaning. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,127,Golden Blue
76,VO4131Golden Black,Vogue VO4131 Small (Size-48) Golden Black 280 Women Eyeglasses ,Vogue,Eyeglasses,5990,4792,Full Rim,Women,Hexagonal,"b'These Vogue VO4131 Small (Size-48) Golden Black 280 Women Eyeglasses come with unique detailing on their hexagonal frames. Lightweight with a bold interplay of golden and black colours, these specs are for those who want to give their minimalist fashion sense a new meaning. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,128,Golden Black
77,VO4125Brown,Vogue VO4125 Medium (Size-51) Brown Purple Brown 5115 Women Eyeglasses ,Vogue,Eyeglasses,3890,3112,Full Rim,Women,Cat Eye,"b'These trendy Vogue VO4125 Medium (Size-51) Brown Purple Brown 5115 Women Eyeglasses will raise your minimalist style quotient. Drawing from oval spectacles design, these cat-eye frames will complement both casuals and professional outfits.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",42,132,Brown
78,VO5055Black,Vogue VO5055 Medium (Size-51) Black 2385 Women Eyeglasses ,Vogue,Eyeglasses,5290,3703,Full Rim,Women,Butterfly,"b""Remember your sexy librarian who donned smart optics, making the library the favourite spot for students? Vogue VO5055 Size:51 Black 2385 Women's Eyeglasses having a stunning silhouette that will lend you a similar style, one that everyone will remember for years to come.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands""",40,137,Black
79,VO5204Golden Brown,Vogue VO5204 Medium (Size-52) Tortoise Golden Brown W656 Women Eyeglasses ,Vogue,Eyeglasses,4090,3272,Full Rim,Women,Cat Eye,"b'When you wish to look sassy with cat-eye tortoise frames, follow Jennifer Aniston. Vogue VO5204 Medium (Size-52) Tortoise Golden Brown W656 Women Eyeglasses paired with all-black outfits and a high ponytail are sure to make peers envious! The golden temples make the pair versatile enough to wear on any occasion. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,124,Golden Brown
80,TH6198Golden Brown,Tommy Hilfiger TH6198 Large (Size-55) Golden Brown C4 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,9000,7200,Full Rim,Unisex,Square,"b'Tommy Hilfiger TH6198 Large (Size-55) Golden Brown C4 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",45,134,Golden Brown
81,TH6147Tortoise,Tommy Hilfiger TH6147 Large (Size-52) Tortoise C4 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,8700,6960,Full Rim,Unisex,Square,"b'Tommy Hilfiger TH6147 Large (Size-52) Tortoise C4 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,,Tortoise
82,TH3201Green Transparent,Tommy Hilfiger TH3201 Small (Size-51) Gunmetal Green Transparent C5 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,6700,5360,Full Rim,Unisex,Aviator,"b'Tommy Hilfiger TH3201 Small (Size-51) Gunmetal Green Transparent C5 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",42,,Green Transparent
83,TH3201Blue,Tommy Hilfiger TH3201 Small (Size-51) Black Blue C3 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,6700,5360,Full Rim,Unisex,Aviator,"b'Tommy Hilfiger TH3201 Small (Size-51) Black Blue C3 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",42,,Blue
84,TH6123Tortoise,Tommy Hilfiger TH6123 Large (Size-55) Black Golden Tortoise C4 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,7200,5760,Full Rim,Unisex,Rectangle,"b'Tommy Hilfiger TH6123 Large (Size-55) Black Golden Tortoise C4 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,,Tortoise
85,TH6156Brown,Tommy Hilfiger TH6156 Large (Size-55) Golden Brown C1 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,7100,5680,Half Rim,Unisex,Rectangle,"b'Tommy Hilfiger TH6156 Large (Size-55) Golden Brown C1 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",37,135,Brown
86,TH1049Black,Tommy Hilfiger TH1049 Medium (Size-53) Black C1 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,7000,5600,Full Rim,Unisex,Rectangle,"b'Tommy Hilfiger TH1049 Medium (Size-53) Black C1 Unisex Eyeglasses score high on stylishness as well as convenience and make you star of the crowd. Define your persona with a chic style statement that you set with these glasses!Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,,Black
87,TH6194Black,Tommy Hilfiger TH6194 Large (Size-55) Golden Black C5 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,9000,7200,Full Rim,Unisex,Rectangle,"b'Tommy Hilfiger TH6194 Large (Size-55) Golden Black C5 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,137,Black
88,TH6150Golden Brown,Tommy Hilfiger TH6150 Large (Size-52) Brown Transparent Golden Brown C3 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,8000,6400,Full Rim,Unisex,Round,"b'Tommy Hilfiger TH6150 Large (Size-52) Brown Transparent Golden Brown C3 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",40,,Golden Brown
89,TH6156Grey,Tommy Hilfiger TH6156 Large (Size-55) Gunmetal Grey C5 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,9000,7200,Half Rim,Unisex,Rectangle,"b'Tommy Hilfiger TH6156 Large (Size-55) Gunmetal Grey C5 Unisex Eyeglasses are ideal blend of fashion and function. This supreme pair is designed as per state-of-the-art fashion trends.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,137,Grey
90,TH5235Golden Tortoise,Tommy Hilfiger TH5235 Medium (Size-50) Golden Tortoise C2 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,7200,5760,Full Rim,Unisex,Round,"b'Tommy Hilfiger TH5235 Medium (Size-50) Golden Tortoise C2 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,,Golden Tortoise
91,TH1030Golden Black,Tommy Hilfiger TH1030 Large (Size-55) Golden Black C1 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,7800,6240,Full Rim,Unisex,Rectangle,"b'Go for Tommy Hilfiger TH1030 Large (Size-55) Golden Black C1 Unisex Eyeglasses and grab all the attention. These eyeglasses are made from Acetate and stainless steel that gives it durability. These light-weight glasses can be worn with anything and it will surely add a lot of style to your personality. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",35,138,Golden Black
92,TH6132Golden Black,Tommy Hilfiger TH6132 Small (Size-50) Golden Black C3 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,6970,5576,Full Rim,Unisex,Wayfarer,"b'Tommy Hilfiger TH6132 Small (Size-50) Golden Black C3 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",40,139,Golden Black
93,TH1043Golden Tortoise,Tommy Hilfiger TH1043 Large (Size-54) Golden Tortoise C1 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,7800,6240,Half Rim,Unisex,Rectangle,"b'Tommy Hilfiger TH1043 Large (Size-54) Golden Tortoise C1 Unisex Eyeglasses perfectly balance trend and style, apart from offering you an charming appeal. Let your eyes capture the exquisiteness of this world with clarity.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,138,Golden Tortoise
94,TH6195Tortoise,Tommy Hilfiger TH6195 Large (Size-54) Gunmetal Tortoise C2 Unisex Eyeglasses ,Tommy Hilfiger,Eyeglasses,9000,7200,Rimless,Unisex,Rectangle,"b'Tommy Hilfiger TH6195 Large (Size-54) Gunmetal Tortoise C2 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",35,135,Tortoise
95,RX6302Gunmetal,Ray-Ban Rx6302 Medium (Size-52) Gunmetal 02502 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4590,3672,Full Rim,Unisex,Rectangle,"b'These Ray-Ban Rx6302 Medium (Size-52) Gunmetal 02502 Unisex Eyeglasses are a perfect pair for those opting for a sleek office look. These specs boast a smooth finish in the gunmetal tone. The trendy temples are the perfect excuse for those with round faces to look stylish, be it, with office wear or casuals. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",28.5,132,Gunmetal
96,RX6304Blue,Ray-Ban Rx6304 Large (Size-54) Gunmetal Blue 2502 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4590,3672,Half Rim,Unisex,Rectangle,"b'Ray-Ban Rx6304 Large (Size-54) Gunmetal Blue 2502 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",32,138,Blue
97,0RX5228Tortoise,Ray-Ban 0Rx5228 Small (Size-50) Tortoise 02012 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Rectangle,"b'The ever elegant and charismatic Ray-Ban 0RX 5228 eyeglasses are crafted for charming men and assertive women of today. With classic Wayfarer style, full-rimmed rectangular shape and small size, these eyeglasses are true reflection of style and confidence. Tortoise coloured Acetate frame and temples are perfect eyeglasses for an ultimate combo of business and pleasure. Ray-Ban 0RX5228 Tortoise 2012 eyeglasses complete the look of the wearer either for a casual party or for a serious business meeting.\n\nSmall frame suits\xc2\xa0 almost all face shapes.\nRay-Ban 0RX5228 tortoise 2012 eyeglasses are comfortable on face with 25.6 gm weight.\nSturdy and dependable eyeglass has finely crafted Acetate frame and temples.\nAvailable in single vision, bifocal, progressive and zero power lenses.\nOne year manufacturing warranty also available with Ray-Ban 0RX5228 Tortoise 2012 eyeglasses.\n\nBe charismatic, elegant and bold with Ray-Ban 0RX5228 Tortoise 2012 eyeglasses available at lenskart.com, India\xe2\x80\x99s premier online eyewear portal.\nLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",34,130,Tortoise
98,RX6375Black Golden,Ray-Ban RX6375 Large (Size-51) Black Golden 2890 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,6890,5512,Full Rim,Unisex,Round,"b'Ray-Ban RX6375 Large (Size-51) Black Golden 2890 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",44,133,Black Golden
99,RX6589Golden Black,Ray-Ban RX6589 Medium (Size-56) Golden Black 2946 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Half Rim,Unisex,Aviator,"b'Ray-Ban RX6589 Medium (Size-56) Golden Black 2946 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",50,134,Golden Black
100,RX6325Black Red,Ray-Ban Rx6325 Large (Size-55) Black Red 2503 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4590,3672,Full Rim,Unisex,Rectangle,"b'Ray-Ban Rx6325 Large (Size-55) Black Red 2503 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",33,137,Black Red
101,RX6266I 2501Silver,Ray-Ban Rx6266I Medium (Size-53) Silver 2501 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4190,3352,Rimless,Unisex,Rectangle,"b'Brand: Ray-Ban, Product Type: Eyeglasses, Frame Type: Rimless, Frame Shape: Rectangle, Gender: Men/Women\nIf unobstructed view and a slick eyewear are on your mind, you\xe2\x80\x99ll love eyeglasses from Ray-Ban. With Ray-Ban RX62661 2501 eyeglasses, you don\xe2\x80\x99t have to hide behind thick frames any longer. The rimless glasses will let people see your face and not just your glasses. The metal alloy frame and temples make these rectangular glasses for men and women lightweight and comfortable. The stylish and sleek silver arms with a tinge of red add a touch of style to these glasses.\nFeatures\n\nDurable and lightweight metal alloy frame and temples\nMedium frame size\nMultipurpose prescription type\n1 year manufacturing warranty\n\nThe comfort and convenience attached to these specs make them a favourite of celebs like Teddy Roosevelt and Steve Jobs. Lenskart offers the best of eyewear at discounted prices. Shop now!\n\n3 DECIMAL TESTED\nEach eyeglass manufactured by Lenskart goes through 3 decimal testing (3D testing) performed by MEI machines. For the first time in India, this robotic technology from Germany creates micro-precision lenses which are accurate to 3 decimal places. No rounding off.\nMADE BY ROBOTS\n\n\nLenses are cut by robotic machines using German technologies leaving no room for human error.\nEdging of lenses by MEI machines that provide lenses accurate to 3 decimal places\nAspheric, Anti-Glare & Super Hydrophobic Lens with Robotic Inspection\n\n\nFRESH OUT OF THE OVEN\nNo middlemen simply means no extra cost. Our products come straight from us, the manufacturer, to you hence eliminating all extra costs added by layers of middlemen. So, you pay the lowest cost for the best quality.\nLENSKART VS LOCAL OPTICIAN\n\n\nAccuracy : Our lenses are accurate to 3 decimal places, however local opticians usually round the power off.\nQuality : Imported material with 7-layer polishing material.\nTrust : No local optician has 14 day return policy and 1 year warranty like we do\nVariety : The largest variety under one roof in India : 3000+ styles Imported material with 7-layer polishing material.\nValue : Unbeatable prices for the best quality\n\n\nLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",30,130,Silver
102,RX6266Gunmetal Blue,Ray-Ban Rx6266 Medium (Size-51) Gunmetal Gunmetal Blue02502 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4190,3352,Rimless,Unisex,Rectangle,"b'The subtle elegance combined with a well-cut-out rectangular silhouette of Ray-Ban RX6266 2502 Size:51 Gunmetal Blue Eyeglasses is truly worth witnessing. Just the way small accessories such as cufflinks and pins add class to your ensemble, these optics too lend you a profound finesse.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",28.5,126,Gunmetal Blue
103,RX6303Golden,Ray-Ban Rx6303 Medium (Size-53) Golden 02500 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4190,3352,Rimless,Unisex,Rectangle,"b'Brimming with elegance, Ray-Ban RX6303 2500 Size:53 Golden Eyeglasses lend a royal touch to your persona. The subtle design and awe-inspiring coloration glorify its wearer like no other. Furnishing a charm similar to a newly bought piece of jewellery, this frame is a must-have.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",29,132,Golden
104,RX6271Matte Black White,Ray-Ban Rx6271 Medium (Size-53) Matte Black Matte Black White02802 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,5290,4232,Half Rim,Unisex,Rectangle,"b'The perfect pair of eyeglasses are like the window dressing, if eyes are the window to the soul. Ray-Ban Rx6271 Medium (Size-53) Matte Black Matte Black White02802 Unisex Eyeglasses have a minimalistic appeal. The half-rim spectacles design offer a distinct, subtle look.\nLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",28,133,Matte Black White
105,RX5337Blue,Ray-Ban Rx5337 Medium (Size-52) Blue 5529 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,5290,4232,Full Rim,Unisex,Rectangle,"b'Ray-Ban RX5337 5529 Blue Eyeglasses are the sturdiest specs of all. The cool blue accent on the modish rectangular frames and temples makes them look out of the ordinary. So, go on flaunt your style with confidence. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",32,134,Blue
106,RX6303Golden Black,Ray-Ban Rx6303 Medium (Size-51) Golden Black02500 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4190,3352,Rimless,Unisex,Rectangle,"b'Brimming with elegance, Ray-Ban RX6303 2500 Size:51 Golden Eyeglasses lend a royal touch to your persona. The subtle design and awe-inspiring coloration glorify its wearer like no other. Furnishing a charm similar to a newly bought piece of jewellery, this frame is a must-have.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",28,128,Golden Black
107,RX4246Black Silver,Ray-Ban Rx4246 Small (Size-49) Black Silver Black 2000 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Clubmaster,"b'With the unique combination of two iconic vintage designs, the clubround glasses speak of contemporaneity like no other. Part serious and part relaxed, the Ray-Ban Rx4246 Small (Size-49) Black Silver Black 2000 Unisex Eyeglasses are bound to make you stand out in the crowd.\nLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",44,136,Black Silver
108,RX5283Black,Ray-Ban Rx5283 Medium (Size-51) Black 02000 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Round,"b'Ray-Ban Rx5283 Large (Size-51) Black 02000 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",45,141,Black
109,RX6267IGunmetal Red,Ray-Ban Rx6267I Large (Size-54) Gunmetal Red 2502 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4590,3672,Half Rim,Unisex,Rectangle,"b'Ray-Ban Rx6267I Large (Size-54) Gunmetal Red 2502 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",31,134,Gunmetal Red
110,RX7091Tortoise,Ray-Ban Rx7091 Large (Size-54) Tortoise 02012 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,‚¹5090,â‚¹4072,Full Rim,Unisex,Rectangle,"b'Whatever face shape you have, these Ray-Ban Rx7091 Medium (Size-54) Tortoise 02012 Unisex Eyeglasses will look flattering. The tortoiseshell pattern in an all acetate body makes these rectangular specs trendy and versatile.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",34,138,Tortoise
